datetime,latitude,longitude,temperature,precipitation,humidity,wind_speed,solar_radiation
20200101,-51.78,36.31,3.31,2.21,95.5,8.34,4.2487
20200101,-53.92,-59.59,8.08,0.45,95.13,5.68,7.1753
20200101,25.06,60.48,22.48,2.72,69.89,2.42,3.6185
20200101,13.51,-145.48,25.44,8.31,82.36,7.44,1.8682
20200101,-4.81,89.69,28.59,1.23,76.98,2.85,6.6362
20200101,55.96,-3.03,4.62,0.13,94.72,5.18,0.3715
20200101,48.69,167.26,2.02,0.75,80.03,8.2,1.0351
20200101,51.45,19.82,-0.3,0.34,95.53,3.66,0.4704
20200101,15.56,104.1,26.92,0.0,63.54,4.22,4.476
20200101,-42.07,120.91,13.03,0.78,79.79,8.29,7.0992
20200101,-17.96,-30.82,25.47,0.95,82.01,5.88,5.8298
20200101,-39.15,110.61,13.77,0.75,76.33,7.15,7.0795
20200101,-7.31,141.78,27.74,24.07,81.18,0.09,3.8402
20200101,50.48,-16.08,11.82,1.75,92.59,10.9,0.5059
20200101,-10.77,-92.85,21.92,0.13,73.98,2.88,5.8438
20200101,38.37,63.51,6.2,0.0,61.79,1.04,2.1079
20200101,24.78,-139.26,21.0,0.9,72.86,7.77,2.6402
20200101,14.25,-173.01,27.38,0.62,73.79,8.18,5.4982
20200101,0.38,-157.45,26.66,0.0,78.37,4.69,6.8784
20200101,-38.58,-2.01,15.38,0.51,90.07,6.71,7.0104
20200101,56.99,-43.11,0.98,0.01,75.64,10.54,0.4632
20200101,37.38,74.01,-19.59,0.02,76.48,4.38,1.5574
20200101,50.73,-170.71,1.53,1.83,72.69,8.71,0.8182
20200101,33.79,131.89,5.59,0.0,76.55,2.99,3.2904
20200101,13.1,-137.34,25.32,21.58,81.43,7.84,2.0798
20200101,-33.65,177.58,18.99,0.14,79.18,3.44,8.7737
20200101,-50.68,-121.9,7.21,1.79,82.65,7.61,5.3491
20200101,3.52,5.84,28.84,0.6,77.04,3.25,5.0038
20200101,-27.92,45.16,24.66,3.29,81.64,5.98,8.321
20200101,41.36,-103.28,1.59,0.09,60.94,5.16,0.8899
20200101,47.79,25.01,-4.82,1.0,94.88,2.41,1.0843
20200101,-56.96,-21.14,-0.18,1.2,86.17,2.64,5.0635
20200101,-34.82,-130.03,17.69,4.01,91.72,5.39,5.5301
20200101,-16.63,83.06,27.3,3.32,83.39,5.53,7.2905
20200101,45.96,-9.48,12.09,0.15,83.9,4.69,1.0073
20200101,-26.59,-35.72,24.26,0.65,86.53,5.96,8.5423
20200101,30.48,-159.31,19.56,3.28,83.5,8.19,1.4234
20200101,12.77,-73.88,27.22,0.04,80.91,7.26,5.7358
20200101,39.14,-133.96,14.43,0.26,97.23,5.29,1.4174
20200101,-33.25,-47.79,22.83,12.36,95.42,6.8,5.3494
20200101,-0.02,36.41,16.26,0.15,79.54,2.22,7.0711
20200101,-2.03,-43.89,27.37,4.0,80.7,4.82,3.8064
20200101,-46.17,-136.12,12.6,0.11,97.62,4.22,5.1756
20200101,58.97,-16.35,9.85,25.04,93.21,11.26,0.1049
20200101,-31.36,-170.42,20.66,0.17,73.11,8.05,6.3492
20200101,47.82,130.86,-24.62,0.0,93.64,1.8,1.8149
20200101,-53.42,-64.65,9.64,0.01,92.01,5.29,9.0595
20200101,-10.68,47.4,28.22,5.1,82.47,3.21,6.8292
20200101,-44.72,59.18,11.43,6.17,93.67,6.72,3.901
20200101,-17.71,-121.63,24.87,0.17,82.92,4.46,7.5252
20200101,40.41,-94.67,1.46,0.0,85.15,4.24,2.5363
20200101,51.89,-120.55,-0.93,13.65,99.37,0.4,0.7469
20200101,-18.44,-121.09,24.88,0.32,82.14,4.2,7.2386
20200101,49.97,-133.69,7.36,0.39,68.39,9.04,0.9948
20200101,-20.34,113.94,27.15,0.0,78.15,4.45,7.8943
20200101,-41.72,27.51,14.09,0.34,82.27,5.58,7.9747
20200101,48.23,-110.45,3.48,1.93,78.11,5.05,0.5227
20200101,15.8,54.79,25.0,0.17,79.03,2.51,5.1456
20200101,-57.59,-123.14,4.57,2.39,88.24,6.8,3.7694
20200101,51.02,-134.25,6.74,0.25,66.71,9.59,0.7397
20200101,-32.72,65.15,20.54,29.19,91.27,10.25,1.7232
20200101,39.33,96.03,-14.14,0.0,44.51,2.4,1.8286
20200101,-57.15,-43.13,1.97,2.36,93.93,8.77,3.9778
20200101,-56.33,-151.89,6.81,7.8,98.55,7.68,3.8719
20200101,-27.41,0.23,20.42,0.25,74.38,3.96,6.7433
20200101,-7.83,32.51,24.67,0.86,70.2,1.71,5.7809
20200101,53.96,-164.07,-1.12,2.33,75.47,9.67,0.4951
20200101,5.9,40.1,23.83,0.44,56.91,1.88,6.2407
20200101,26.43,0.51,9.19,0.0,41.44,4.46,4.1532
20200101,37.96,86.43,-3.46,0.0,20.84,2.49,1.5794
20200101,-15.25,69.13,27.56,3.32,84.75,5.7,7.8154
20200101,6.99,66.85,27.66,0.86,85.26,4.09,5.077
20200101,-19.39,169.19,25.86,0.03,70.72,4.41,8.2123
20200101,4.19,60.33,27.94,1.76,85.9,4.51,4.8955
20200101,-35.52,48.99,18.25,0.65,90.02,1.92,8.2334
20200101,-15.14,-130.6,26.75,0.14,72.91,4.54,7.944
20200101,-37.09,109.68,15.33,0.89,77.48,6.45,6.8004
20200101,-25.35,-78.67,18.28,0.06,78.26,4.19,4.8919
20200101,36.94,-121.18,9.31,0.01,90.99,1.51,2.4888
20200101,-33.43,27.68,21.62,1.47,80.06,6.79,6.4764
20200101,-39.87,-141.56,17.34,4.74,95.69,8.12,3.6065
20200101,53.73,-104.42,-7.84,0.44,99.18,0.79,0.3624
20200101,-53.06,76.59,3.28,1.8,96.7,9.28,5.0362
20200101,17.55,-86.46,27.02,0.22,77.62,4.56,5.1238
20200101,24.02,-150.01,23.46,0.54,76.78,6.61,3.8899
20200101,-18.8,-118.68,24.59,0.35,80.47,3.66,7.4098
20200101,-23.55,-173.83,23.82,0.03,72.08,6.04,7.6769
20200101,-44.45,92.15,7.62,0.74,81.26,8.35,7.6282
20200101,-50.66,-115.56,6.86,1.02,80.8,9.11,5.5778
20200101,-16.54,72.52,27.59,1.07,84.71,5.22,7.6236
20200101,-13.36,91.75,26.98,0.27,82.66,5.72,7.0889
20200101,-47.47,-53.14,11.18,0.0,73.17,4.16,9.4188
20200101,-16.4,53.06,27.74,0.13,74.82,2.65,7.6483
20200101,20.24,177.29,23.78,0.04,70.44,7.48,4.6543
20200101,-8.75,-128.3,26.16,0.01,76.68,5.13,7.709
