datetime,city,latitude,longitude,zoom,x,y,date,gibs_url
2025-08-21T18:20:09.579560+00:00,mumbai,19.054999,72.8692035,6,44,12,2025-01-01,https://gibs.earthdata.nasa.gov/wmts/epsg4326/best/MODIS_Terra_CorrectedReflectance_TrueColor/default/2025-01-01/250m/6/12/44.jpg
