datetime,city,latitude,longitude,temperature,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,precipitation,description
2025-08-21,karachi,-28.8166236,24.991639,14.0,1.0,27.0,,1021.3,6.6,,0.0,
2025-08-22,karachi,-28.8166236,24.991639,13.3,3.0,25.0,,1020.1,10.2,,0.0,
2025-08-23,karachi,-28.8166236,24.991639,12.0,2.0,23.0,,1020.2,7.2,,0.0,
2025-08-24,karachi,-28.8166236,24.991639,12.1,1.9,22.4,,,7.3,,0.0,
2025-08-25,karachi,-28.8166236,24.991639,16.5,5.1,28.3,,,7.9,,0.0,
